Unnamed: 0,MainHaloID,HaloID,Galaxy_Type,r,X,Y,Z,Vx,Vy,Vz,R200c,Distancia XY,Distancia YZ,Distancia XZ,m_rx,m_ry,m_rz,m_mean,Dispersion,Tamaño Angular del grupo XY (arcsec),Tamaño Angular del grupo YZ (arcsec),Tamaño Angular del grupo XZ (arcsec),Brillo Superficial
528621,12617197927,12617197927,0,-20.933096,261712.75,125650.53,380693.3,-308.05,-219.26,-21.97,157.73221,290312.97,400893.3,461975.06,16.381239,17.082048,17.389997,16.951096,375.1337023928634,7.8237734,5.665705,4.916593,20.558592
12209,12569813972,12569813972,0,-19.116621,12208.223,53799.805,635463.6,-256.33,564.91,-179.72,59.08095,55167.56,637737.0,635580.9,14.591799,19.906588,19.899233,18.13254,67.08321123118117,15.421461,1.3340385,1.338564,21.558897
105899,12578184818,12578184818,0,-18.630459,49892.668,21980.219,258273.61,306.1,-199.89,-122.53,60.19688,54519.797,259207.23,263048.53,15.052311,18.437775,18.469723,17.319937,107.5556891973254,15.899431,3.3441775,3.2953424,21.505356
223648,12588572540,12588572540,0,-18.325571,110284.03,99406.75,111315.64,-260.9,41.0,177.93,86.465645,148473.12,149241.0,156696.33,17.532667,17.54387,17.649725,17.575422,165.04663427674393,8.386061,8.342914,7.945973,20.944796
5468,12569145924,12569145924,0,-18.586798,34945.82,16410.613,557841.2,107.03,491.6,67.21,61.96786,38607.234,558082.5,558934.7,14.346544,20.146692,20.150007,18.214415,122.84908062296373,23.113132,1.5989343,1.5964963,21.92703
16172,12570257663,12570257663,0,-20.24782,33169.06,95305.63,474752.47,471.36,-785.11,272.16,78.074615,100912.586,484224.2,475909.75,14.771906,18.177412,18.139803,17.029707,120.11016130883608,11.141064,2.3218057,2.362369,21.017471
2598,12568928986,12568928986,0,-18.81835,1068.216,40514.438,331571.8,109.93,-146.89,707.48,66.75262,40528.52,334037.84,331573.53,14.220453,18.80063,18.784552,17.268545,129.63548410999513,23.717476,2.8776307,2.8990178,21.896128
6080,12569296101,12569296101,0,-19.094376,40697.023,52409.65,83939.875,77.54,8.16,509.39,72.351616,66355.25,98957.94,93285.32,15.014999,15.882877,15.754692,15.550857,93.880901827954,15.701269,10.528337,11.168556,21.487825
743,12568698070,12568698070,0,-19.156347,34155.26,36095.844,91865.76,191.06,69.11,339.91,65.697426,49693.98,98702.72,98009.69,14.3251705,15.815298,15.799997,15.313489,60.69351741426601,19.03733,9.5847645,9.652539,21.499258
101750,12578151375,12578151375,0,-19.23052,55124.688,12751.326,224960.02,398.2,-133.74,22.34,73.593376,56580.277,225321.11,231615.5,14.5328045,17.533491,17.59332,16.553205,92.89351684541124,18.729887,4.7032633,4.5754476,21.57029
3592,12568995107,12568995107,0,-18.343527,6141.4614,34593.16,381605.28,149.17,396.77,67.73,70.138176,35134.09,383170.06,381654.72,14.3851185,19.573427,19.564829,17.841125,80.02826541642716,28.746561,2.6358783,2.646344,21.89541
2101,12568879531,12568879531,0,-17.816324,22659.518,25329.562,295041.47,75.4,-131.63,-258.48,51.026234,33985.887,296126.75,295910.3,14.84017,19.541063,19.539476,17.97357,265.8606709487372,21.62002,2.4812949,2.4831097,22.01658
205060,12588168744,12588168744,0,-21.132967,130897.53,58586.81,327140.03,-102.38,-226.02,322.26,118.77571,143410.52,332344.72,352356.03,14.649939,16.474974,16.601942,15.908951,153.77103999624367,11.926383,5.1463733,4.854096,20.859251
311739,12597180548,12597180548,0,-19.814266,152679.44,40941.37,52419.145,-21.0,-66.64,-162.27,88.87396,158073.42,66512.875,161427.31,16.18003,14.300262,16.22562,15.568638,155.76158327009009,8.09614,19.241117,7.927931,20.959795
103054,12578073987,12578073987,0,-19.934414,74336.9,28857.318,144766.02,243.13,-530.11,523.55,74.198044,79741.58,147614.17,162736.52,14.574009,15.911228,16.123013,15.536083,100.01341639189428,13.398914,7.2381363,6.5655303,21.08224
5519,12569185156,12569185156,0,-17.674873,31106.549,14344.088,594483.0,100.54,337.68,13.11,67.630806,34254.492,594656.0,595296.25,14.998714,21.196457,21.198795,19.131323,86.34858421602212,28.430681,1.6377261,1.6359646,21.764435
10040,12569658031,12569658031,0,-20.320887,42256.734,61702.34,473904.75,401.62,577.71,-194.89,79.97979,74785.09,477904.7,475784.97,14.048189,18.075819,18.066168,16.730059,128.09087876994045,15.400225,2.4099135,2.4206502,20.843882
208061,12587866957,12587866957,0,-21.021175,129611.29,29625.684,661032.6,42.12,-3.4,60.13,107.928276,132954.0,661696.2,673619.5,14.597332,18.082119,18.1209,16.93345,133.38686971894344,11.6895,2.3487625,2.3071885,20.715454
111588,12578190223,12578190223,0,-18.683842,72854.086,18038.525,255028.47,157.31,-510.23,-7.48,66.90108,75054.02,255665.62,265230.53,15.6930275,18.354519,18.434273,17.49394,108.39600775793674,12.835748,3.7681067,3.6322188,22.046099
214511,12587941443,12587941443,0,-20.382904,95252.945,68671.03,69153.875,561.67,-261.25,284.15,88.36857,117425.87,97457.52,117708.88,14.965916,14.5611725,14.971142,14.832744,166.23336043332895,10.8366785,13.057032,10.810623,20.712725
220246,12588527680,12588527680,0,-21.049725,94569.586,105704.375,48410.438,50.76,412.18,-186.2,114.348885,141833.78,116262.57,106240.18,14.709175,14.277477,14.081722,14.356125,282.57152306732274,11.609523,14.162957,15.499046,20.720505
8323,12569444198,12569444198,0,-17.986261,9083.014,48709.355,244889.97,112.11,-340.08,312.22,74.7938,49548.992,249687.2,245058.36,15.488913,19.00072,18.960089,17.816574,107.78940997041308,21.736616,4.3135195,4.3949966,21.807907
8637,12569481294,12569481294,0,-19.627645,18064.986,62090.23,319817.97,-7.52,-150.12,356.53,92.257835,64664.832,325789.4,320327.78,14.425695,17.937037,17.900324,16.75435,56.64239925649027,20.54454,4.0778265,4.147354,21.064331
216416,12588564358,12588564358,0,-21.061134,103531.66,89586.375,146787.98,-664.16,-258.25,-224.33,100.37581,136910.64,171966.38,179626.05,14.621052,15.116081,15.210716,14.982616,118.46941717632215,10.557329,8.405195,8.046779,20.677576
307022,12596669112,12596669112,0,-21.109943,148139.92,15872.215,150825.02,-590.16,368.91,-236.44,106.13962,148987.8,151657.88,211408.66,14.75581,14.794384,15.515671,15.021955,189.3492653855467,10.258622,10.078009,7.229647,20.635916
11212,12569666712,12569666712,0,-19.09537,18677.512,59050.363,497666.16,48.37,528.53,514.72,64.44904,61933.793,501157.22,498016.53,14.864271,19.404501,19.390848,17.886541,101.23319228457468,14.984789,1.8518466,1.8635248,21.51748
108557,12578886515,12578886515,0,-19.524029,66556.23,50561.082,397791.9,396.58,449.19,-335.3,80.39089,83583.22,400992.3,403321.38,15.086567,18.49165,18.504227,17.360815,161.03138783277052,13.849998,2.8869102,2.870239,21.562033
118277,12579433166,12579433166,0,-19.617996,54513.953,92183.766,335034.97,471.8,207.93,86.98,75.95764,107096.305,347485.66,339441.0,15.530876,18.086685,18.035828,17.217796,122.87222992109838,10.213138,3.147727,3.2223272,21.176874
4373,12569034755,12569034755,0,-19.27437,36865.312,38762.535,421297.25,16.79,268.19,-202.07,65.54448,53493.79,423076.72,422907.12,14.367147,18.857725,18.856855,17.360575,82.99456157083017,17.64389,2.2308967,2.2317915,21.522034
6369,12569257003,12569257003,0,-18.886343,32972.438,61720.305,42427.086,-266.03,-10.21,138.88,72.47806,69975.55,74896.29,53733.035,15.338388,15.485956,14.764864,15.1964035,90.54270304621136,14.91496,13.935039,19.423462,21.237862
18706,12570628480,12570628480,0,-21.348207,3334.4937,162513.7,282123.8,-19.3,341.0,693.22,116.48146,162547.9,325583.4,282143.53,14.706701,16.215101,15.904142,15.608647,237.7204591355921,10.319,5.151776,5.9449625,20.508509
790,12568739279,12568739279,0,-18.229906,41047.35,25942.02,122021.984,-41.02,-225.87,324.35,74.07822,48557.938,124749.16,128741.016,15.201395,17.250284,17.318682,16.59012,147.5129383351912,21.968046,8.550966,8.285829,21.679468
11863,12569668412,12569668412,0,-17.691484,16363.325,47885.957,485482.44,167.35,133.36,74.23,60.917652,50604.58,487838.38,485758.12,15.829466,20.749899,20.740618,19.10666,36.55022464526731,17.334648,1.7981657,1.8058661,22.38891
106519,12578222526,12578222526,0,-19.40578,80261.875,29369.936,270664.7,299.68,-159.99,-120.01,75.26335,85466.73,272253.5,282314.25,15.253204,17.769089,17.847885,16.956726,113.68259260188768,12.680855,3.9808197,3.8389566,21.357439
110960,12578655499,12578655499,0,-20.109352,74929.28,59911.81,122414.08,272.89,192.93,455.65,90.677666,95936.555,136288.78,143525.62,14.800568,15.56295,15.675293,15.346271,170.0959924149772,13.610629,9.580814,9.097732,21.279982
27671,12571372017,12571372017,0,-20.028433,12018.902,213515.1,413776.5,248.38,-178.51,-6.18,101.54318,213853.11,465617.53,413951.03,16.622145,18.311716,18.056314,17.663391,147.86600685803282,6.8375034,3.1403923,3.532354,20.347994
221118,12588458842,12588458842,0,-20.42007,91858.055,73360.28,669756.1,422.75,57.28,-490.13,83.82213,117556.94,673761.8,676026.0,14.931171,18.722462,18.729748,17.461126,146.00189585012126,10.267687,1.7914916,1.7854915,20.778559
1700,12568774521,12568774521,0,-16.361153,13044.353,19078.09,162131.22,195.64,-258.41,142.62,40.297504,23111.223,163249.83,162655.12,15.457962,19.70311,19.695183,18.285418,50.60718331158134,25.108223,3.5545766,3.5675726,22.428724
112316,12579275753,12579275753,0,-19.57867,48937.062,119224.2,133146.08,-225.17,390.16,-174.76,81.20071,128876.87,178724.05,141854.55,15.972206,16.682243,16.180546,16.278332,89.85791558121828,9.07292,6.542432,8.242878,21.055473
203879,12587582286,12587582286,0,-19.796885,103527.38,5403.6807,301363.72,161.58,167.86,-36.93,84.56787,103668.31,301412.16,318650.3,15.281347,17.598917,17.719687,16.866652,189.6544761638556,11.746852,4.0402393,3.8216727,21.481161
18747,12570479049,12570479049,0,-20.172407,22854.78,146988.62,56741.254,-362.96,-44.34,-341.74,92.1804,148754.83,157560.23,61171.16,15.689947,15.814829,13.7603245,15.0883665,157.41698814626466,8.9233885,8.424696,21.699667,20.953161
103493,12578035598,12578035598,0,-19.325342,53500.094,29988.707,102421.53,156.51,-42.99,320.02,70.53931,61331.742,106721.57,115552.72,14.613085,15.81592,15.988562,15.472522,131.96818660974483,16.561804,9.517901,8.790494,21.57753
4934,12569144912,12569144912,0,-18.239584,42146.78,43044.547,571580.94,511.59,407.71,-419.51,59.270283,60242.71,573199.44,573132.7,15.659937,20.551943,20.551691,18.92119,113.75544765194898,14.167539,1.4889967,1.4891701,21.638514
107692,12578405581,12578405581,0,-19.91944,71223.34,6426.5703,512893.28,685.98,733.45,-355.77,75.61209,71512.695,512933.56,517814.9,14.352476,18.630865,18.65143,17.211592,94.66903943254609,15.225442,2.1227195,2.102709,21.192665
2039,12568856530,12568856530,0,-18.75119,21879.213,36168.73,249538.78,112.63,-936.91,571.12,57.72421,42271.47,252146.34,250496.11,14.379044,18.257072,18.242813,16.959642,72.8048616495497,19.66401,3.2966115,3.3183293,21.688559
7419,12569377245,12569377245,0,-20.324827,16490.133,83551.94,154876.28,256.52,-562.73,-82.47,101.35033,85163.67,175976.11,155751.69,14.326445,15.902441,15.637335,15.288739,170.98727414021255,17.136908,8.293422,9.370325,20.889862
1212,12568778359,12568778359,0,-18.817892,31365.096,43364.54,166790.48,490.99,149.72,-673.36,63.480003,53518.71,172335.58,169713.98,14.824636,17.363981,17.330694,16.506437,95.68978688306646,17.080202,5.304255,5.386191,21.616919
7944,12569442580,12569442580,0,-20.058811,45801.793,68363.07,256553.67,379.62,-459.39,306.51,79.77196,82287.99,265505.75,260610.03,14.517872,17.061558,17.021145,16.200191,81.79413723388548,13.959688,4.3265204,4.407797,20.988743
11221,12569740527,12569740527,0,-19.028347,41321.83,80940.19,568484.9,317.67,142.28,-73.79,63.80629,90877.98,574218.06,569984.7,15.763947,19.76704,19.750969,18.427319,163.18758182662268,10.11037,1.6001074,1.6119916,21.038168
